2.000000000000000000e+00,0.000000000000000000e+00,2.630000000000000125e-07,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,3.180000000000000049e-01,1.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.179999999999999790e-06,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,6.939999999999999816e-10,0.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,3.390000000000000048e-07,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,9.599999999999999936e-08,0.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,6.160000000000000235e-09,0.000000000000000000e+00
2.000000000000000000e+00,7.000000000000000000e+00,1.530000000000000068e-07,0.000000000000000000e+00
2.000000000000000000e+00,8.000000000000000000e+00,3.850000000000000069e-05,0.000000000000000000e+00
2.000000000000000000e+00,9.000000000000000000e+00,5.500000000000000281e-08,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+01,2.729999999999999951e-05,0.000000000000000000e+00
2.000000000000000000e+00,1.100000000000000000e+01,6.770000000000000403e-09,0.000000000000000000e+00
2.000000000000000000e+00,1.200000000000000000e+01,1.189999999999999957e-05,0.000000000000000000e+00
2.000000000000000000e+00,1.300000000000000000e+01,3.060000000000000269e-08,0.000000000000000000e+00
2.000000000000000000e+00,1.400000000000000000e+01,1.170000000000000021e-06,0.000000000000000000e+00
2.000000000000000000e+00,1.500000000000000000e+01,6.919999999999999485e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.600000000000000000e+01,7.710000000000000382e-05,0.000000000000000000e+00
2.000000000000000000e+00,1.700000000000000000e+01,5.940000000000000250e-08,0.000000000000000000e+00
2.000000000000000000e+00,1.800000000000000000e+01,7.159999999999999698e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.900000000000000000e+01,6.479999999999999791e-06,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+01,2.319999999999999929e-08,0.000000000000000000e+00
2.000000000000000000e+00,2.100000000000000000e+01,6.430000000000000005e-08,0.000000000000000000e+00
2.000000000000000000e+00,2.200000000000000000e+01,1.599999999999999928e-05,0.000000000000000000e+00
2.000000000000000000e+00,2.300000000000000000e+01,9.269999999999999337e-06,0.000000000000000000e+00
2.000000000000000000e+00,2.400000000000000000e+01,6.719999999999999823e-07,0.000000000000000000e+00
2.000000000000000000e+00,2.500000000000000000e+01,1.280000000000000080e-07,0.000000000000000000e+00
2.000000000000000000e+00,2.600000000000000000e+01,3.490000000000000043e-06,0.000000000000000000e+00
2.000000000000000000e+00,2.700000000000000000e+01,1.410000000000000053e-05,0.000000000000000000e+00
2.000000000000000000e+00,2.800000000000000000e+01,8.409999999999999698e-01,1.000000000000000000e+00
2.000000000000000000e+00,2.900000000000000000e+01,1.410000000000000094e-09,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+01,2.319999999999999847e-09,0.000000000000000000e+00
2.000000000000000000e+00,3.100000000000000000e+01,1.709999999999999891e-05,0.000000000000000000e+00
2.000000000000000000e+00,3.200000000000000000e+01,1.359999999999999989e-04,0.000000000000000000e+00
2.000000000000000000e+00,3.300000000000000000e+01,7.969999999999999925e-06,0.000000000000000000e+00
2.000000000000000000e+00,3.400000000000000000e+01,1.359999999999999896e-06,0.000000000000000000e+00
2.000000000000000000e+00,3.500000000000000000e+01,2.019999999999999972e-05,0.000000000000000000e+00
2.000000000000000000e+00,3.600000000000000000e+01,2.650000000000000039e-05,0.000000000000000000e+00
2.000000000000000000e+00,3.700000000000000000e+01,2.070000000000000007e-08,0.000000000000000000e+00
2.000000000000000000e+00,3.800000000000000000e+01,1.230000000000000082e-05,0.000000000000000000e+00
2.000000000000000000e+00,3.900000000000000000e+01,3.049999999999999915e-07,0.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+01,4.050000000000000187e-06,0.000000000000000000e+00
2.000000000000000000e+00,4.100000000000000000e+01,9.040000000000000184e-05,0.000000000000000000e+00
2.000000000000000000e+00,4.200000000000000000e+01,9.999999999999999547e-07,0.000000000000000000e+00
2.000000000000000000e+00,4.300000000000000000e+01,2.870000000000000050e-06,0.000000000000000000e+00
2.000000000000000000e+00,4.400000000000000000e+01,7.570000000000000155e-07,0.000000000000000000e+00
2.000000000000000000e+00,4.500000000000000000e+01,2.750000000000000140e-07,0.000000000000000000e+00
2.000000000000000000e+00,4.600000000000000000e+01,3.550000000000000231e-05,0.000000000000000000e+00
2.000000000000000000e+00,4.700000000000000000e+01,4.740000000000000093e-08,0.000000000000000000e+00
2.000000000000000000e+00,4.800000000000000000e+01,6.520000000000000232e-10,0.000000000000000000e+00
2.000000000000000000e+00,4.900000000000000000e+01,2.449999999999999811e-10,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+01,2.539999999999999914e-08,0.000000000000000000e+00
2.000000000000000000e+00,5.100000000000000000e+01,2.509999999999999976e-08,0.000000000000000000e+00
2.000000000000000000e+00,5.200000000000000000e+01,7.230000000000000552e-08,0.000000000000000000e+00
2.000000000000000000e+00,5.300000000000000000e+01,3.809999999999999838e-07,0.000000000000000000e+00
2.000000000000000000e+00,5.400000000000000000e+01,6.489999999999999484e-07,0.000000000000000000e+00
2.000000000000000000e+00,5.500000000000000000e+01,7.220000000000000330e-07,0.000000000000000000e+00
2.000000000000000000e+00,5.600000000000000000e+01,3.360000000000000309e-08,0.000000000000000000e+00
2.000000000000000000e+00,5.700000000000000000e+01,3.469999999999999994e-03,0.000000000000000000e+00
2.000000000000000000e+00,5.800000000000000000e+01,5.210000000000000187e-01,1.000000000000000000e+00
2.000000000000000000e+00,5.900000000000000000e+01,2.949999999999999877e-05,0.000000000000000000e+00
