0.000000000000000000e+00,4.540000000000000155e-07,0.000000000000000000e+00
1.000000000000000000e+00,2.830000000000000010e-05,0.000000000000000000e+00
2.000000000000000000e+00,1.970000000000000112e-05,0.000000000000000000e+00
3.000000000000000000e+00,8.169999999999999704e-10,0.000000000000000000e+00
4.000000000000000000e+00,1.430000000000000073e-06,0.000000000000000000e+00
5.000000000000000000e+00,2.030000000000000046e-06,0.000000000000000000e+00
6.000000000000000000e+00,9.410000000000000220e-08,0.000000000000000000e+00
7.000000000000000000e+00,1.280000000000000027e-06,0.000000000000000000e+00
8.000000000000000000e+00,3.209999999999999963e-04,0.000000000000000000e+00
9.000000000000000000e+00,2.800000000000000191e-07,0.000000000000000000e+00
1.000000000000000000e+01,4.510000000000000018e-07,0.000000000000000000e+00
1.100000000000000000e+01,3.870000000000000111e-07,0.000000000000000000e+00
1.200000000000000000e+01,3.360000000000000017e-06,0.000000000000000000e+00
1.300000000000000000e+01,1.419999999999999957e-06,0.000000000000000000e+00
1.400000000000000000e+01,9.080000000000000309e-07,0.000000000000000000e+00
1.500000000000000000e+01,1.930000000000000075e-03,0.000000000000000000e+00
1.600000000000000000e+01,7.979999999999999247e-03,0.000000000000000000e+00
1.700000000000000000e+01,4.040000000000000177e-07,0.000000000000000000e+00
1.800000000000000000e+01,1.940000000000000058e-02,0.000000000000000000e+00
1.900000000000000000e+01,8.169999999999999704e-06,0.000000000000000000e+00
2.000000000000000000e+01,1.389999999999999874e-07,0.000000000000000000e+00
2.100000000000000000e+01,3.049999999999999915e-07,0.000000000000000000e+00
2.200000000000000000e+01,6.610000000000000320e-01,0.000000000000000000e+00
2.300000000000000000e+01,2.000000000000000096e-04,0.000000000000000000e+00
2.400000000000000000e+01,2.289999999999999992e-07,0.000000000000000000e+00
2.500000000000000000e+01,1.610000000000000044e-06,0.000000000000000000e+00
2.600000000000000000e+01,2.449999999999999836e-06,0.000000000000000000e+00
2.700000000000000000e+01,9.919999999999999890e-06,0.000000000000000000e+00
2.800000000000000000e+01,2.889999999999999859e-06,0.000000000000000000e+00
2.900000000000000000e+01,8.589999999999999495e-08,0.000000000000000000e+00
3.000000000000000000e+01,6.980000000000000298e-07,0.000000000000000000e+00
3.100000000000000000e+01,1.160000000000000007e-03,0.000000000000000000e+00
3.200000000000000000e+01,2.010000000000000068e-04,0.000000000000000000e+00
3.300000000000000000e+01,1.110000000000000011e-04,0.000000000000000000e+00
3.400000000000000000e+01,2.320000000000000149e-05,0.000000000000000000e+00
3.500000000000000000e+01,3.090000000000000038e-02,0.000000000000000000e+00
3.600000000000000000e+01,6.829999999999999829e-06,0.000000000000000000e+00
3.700000000000000000e+01,9.490000000000000407e-07,0.000000000000000000e+00
3.800000000000000000e+01,5.720000000000000292e-06,0.000000000000000000e+00
3.900000000000000000e+01,4.219999999999999936e-07,0.000000000000000000e+00
4.000000000000000000e+01,6.089999999999999858e-01,1.000000000000000000e+00
4.100000000000000000e+01,2.010000000000000068e-03,0.000000000000000000e+00
4.200000000000000000e+01,6.609999999999999394e-05,0.000000000000000000e+00
4.300000000000000000e+01,1.239999999999999986e-05,0.000000000000000000e+00
4.400000000000000000e+01,1.180000000000000052e-05,0.000000000000000000e+00
4.500000000000000000e+01,1.060000000000000016e-06,0.000000000000000000e+00
4.600000000000000000e+01,5.209999999999999923e-05,0.000000000000000000e+00
4.700000000000000000e+01,7.470000000000000054e-08,0.000000000000000000e+00
4.800000000000000000e+01,1.159999999999999965e-08,0.000000000000000000e+00
4.900000000000000000e+01,8.569999999999999977e-09,0.000000000000000000e+00
5.000000000000000000e+01,1.030000000000000091e-06,0.000000000000000000e+00
5.100000000000000000e+01,3.100000000000000048e-09,0.000000000000000000e+00
5.200000000000000000e+01,1.070000000000000052e-07,0.000000000000000000e+00
5.300000000000000000e+01,3.589999999999999933e-06,0.000000000000000000e+00
5.400000000000000000e+01,2.580000000000000074e-07,0.000000000000000000e+00
5.500000000000000000e+01,1.080000000000000009e-07,0.000000000000000000e+00
